57.0463	68.2103	77.2122
56.8734	67.8841	76.8644
56.9957	68.0586	76.8188
56.6019	68.2562	76.7465
56.3569	68.8174	77.5076
56.3878	69.0243	77.7588
56.5925	69.1730	77.9562
56.7597	69.2582	78.5497
56.5892	69.3953	78.8231
56.6261	69.2650	78.6650
56.4115	69.0702	78.6940
56.3888	69.4484	79.2037
55.9288	69.4580	79.7097
55.8288	69.6073	79.4555
56.2908	69.8513	79.5220
56.2914	69.5424	78.8417
56.1840	69.9322	79.7026
56.2613	69.7921	80.1836
56.0408	70.0958	79.8357
56.6278	70.4959	79.9301
57.2196	70.9294	79.9701
56.9533	70.5310	79.3530
57.6736	70.7713	79.9241
58.1718	71.3943	81.1555
58.0171	71.2450	80.3131
57.7701	71.1670	80.0982
57.5899	71.2329	79.9578
56.5918	70.6718	79.5115
56.3554	70.6471	79.6189
56.3438	69.9001	78.9602
56.5201	69.8928	78.8851
56.6537	69.8087	79.0489
56.7608	69.6341	78.8805
55.9208	68.9224	78.5296
55.6717	68.6599	77.8624
56.3742	68.9062	78.2361
56.4334	68.8826	77.6919
56.6616	69.4671	77.9890
57.1000	70.1702	78.7295
56.5041	69.7317	78.1734
56.8011	70.5299	78.8002
56.6122	69.7972	78.5211
56.9359	70.1564	79.1181
56.9372	70.5338	79.4103
57.0188	70.5151	79.7009
57.4942	70.8099	80.2044
57.5521	70.6049	80.1701
57.7033	71.2347	81.0847
57.4954	70.5699	80.7178
56.8391	70.3100	80.5240
57.1072	70.4303	80.6068
57.0039	70.5708	80.8657
57.1747	71.2625	81.0451
57.5598	71.3339	81.5795
57.7626	71.0942	81.1853
57.2649	70.5618	80.4915
57.2850	70.6038	80.5656
57.5375	70.9207	81.0128
57.7646	70.9580	81.3499
57.5796	70.5926	80.8763
57.8332	70.7069	80.9838
58.5714	71.8847	82.6325
62.3699	76.8522	88.2971
64.0626	79.2839	91.0714
62.0659	76.7569	87.9846
61.4311	75.7507	87.7543
62.2794	76.8403	88.8852
61.1454	75.8448	87.8415
61.5539	76.0868	87.8559
60.8583	75.4034	86.3701
61.3222	75.6532	86.1945
61.7655	75.7924	86.5211
61.6644	75.2121	85.9232
61.7494	75.3281	86.1589
62.6027	76.1812	87.1430
62.7260	75.7605	87.0762
61.9997	75.2056	85.4852
63.4860	76.1261	86.4616
63.2012	75.6392	85.7008
62.7148	74.8125	84.9158
63.0066	75.0409	85.1093
62.5229	74.1772	84.6310
61.7354	73.5145	83.5033
61.7684	73.9430	83.9124
61.9164	73.8601	83.7667
62.3033	73.7796	84.0596
61.8215	73.0236	83.6569
61.9408	73.1769	83.6139
62.5327	73.3321	83.9189
61.2610	72.2390	82.5553
61.5945	72.1826	82.4874
61.4090	72.0082	82.1959
61.6659	72.1183	82.3055
62.2710	72.8322	82.9574
62.6420	72.5269	82.8190
62.5937	72.5211	83.0556
62.0188	72.5806	82.6897
62.2056	72.7183	82.5904
61.9290	72.4384	82.7248
61.9822	72.5130	82.6781
62.0064	72.8637	83.1940
61.8125	73.0686	83.2244
62.6680	73.7916	84.0065
62.3431	73.3654	83.6395
63.1164	74.1365	84.1531
62.2511	73.5621	83.4850
62.6851	72.5329	83.1455
63.4838	73.4825	84.0145
64.0683	74.1847	84.4869
63.6175	73.6118	83.6888
63.7873	73.6871	83.8229
63.2396	73.7247	84.0644
62.9497	73.3112	83.4839
62.7908	73.4087	83.2732
63.1359	73.6038	83.3457
63.2910	73.0884	82.7656
62.7565	72.9921	82.3491
63.1394	73.4690	83.0915
63.2194	73.7012	83.3358
63.2267	73.7097	83.2949
63.2604	73.9641	83.7125
63.1216	73.9028	83.6046
62.8338	73.9365	83.9271
62.4442	73.3470	82.9883
62.0980	72.8472	82.4351
62.2062	72.6817	82.2428
62.2934	72.4659	81.7788
62.2556	72.7955	82.4700
62.4352	73.2427	82.6954
62.9006	73.1345	82.2866
63.2746	73.4808	82.3899
63.4888	73.9327	82.6688
63.1957	74.1286	83.0834
62.9235	73.5261	82.4424
63.0836	73.7510	82.9991
62.9471	73.8181	83.0020
62.9726	73.3442	82.4878
62.7805	73.2021	82.3617
62.3497	73.0738	82.0210
62.5590	73.1064	82.0274
63.1358	73.4206	82.6574
63.4549	73.4744	82.4089
63.4975	73.4095	82.3118
63.5425	73.5632	82.3638
63.5950	73.8211	82.0884
66.2856	76.8250	85.1969
66.9075	76.6760	85.3472
68.2234	77.6519	87.0872
66.7535	76.2325	85.3978
66.3772	75.2253	84.4318
66.8932	76.0576	84.9677
66.8757	76.1848	85.0993
67.1807	76.7204	85.5681
67.1783	77.3491	86.1495
67.6163	78.1983	87.0425
68.5259	79.2502	88.1517
67.7911	78.4072	87.0099
67.3963	78.2269	86.5705
67.3911	78.7600	86.9413
68.1451	79.5594	87.7368
68.0821	79.6765	88.4523
68.0447	79.4966	88.5330
67.7443	78.6376	87.5189
68.2737	79.0200	87.6566
68.4628	79.1362	87.7077
68.2505	79.3685	88.1865
69.0286	80.3562	89.2954
69.8685	80.6702	90.4238
69.9744	81.3942	91.4076
69.5728	80.6488	90.7299
68.6370	79.7699	89.5026
68.2826	79.9521	89.6414
68.1958	79.3595	89.2751
67.7519	79.1749	89.0395
67.0098	78.3613	88.2385
66.4725	77.7529	87.7171
66.2497	78.0753	87.6285
66.1594	77.6844	86.8011
65.8244	77.3832	86.4669
65.7585	77.3846	86.5711
65.8355	77.0407	86.3301
65.5906	76.2294	85.7925
65.5745	75.9877	85.5223
65.2221	75.2272	84.6909
65.4244	75.7353	85.0256
66.2115	76.0505	85.8829
66.6270	76.6610	86.8017
66.9685	76.9870	87.4341
66.4032	76.2110	86.6761
66.1832	76.0710	87.1037
66.7727	77.0824	88.0799
65.9751	76.5047	87.2059
65.7508	76.0540	86.2716
65.5305	75.9236	86.4544
65.4026	75.6512	86.0175
65.7238	75.5692	86.1310
65.8140	75.3241	85.7951
65.3065	75.3702	85.2838
65.3101	74.8584	84.8248
65.6299	75.0806	84.9448
65.7476	74.9851	84.7881
65.6345	74.6658	84.0909
65.8129	75.0399	84.3327
65.7742	74.7918	84.0265
65.5962	74.4189	83.5958
65.6517	74.5803	84.7301
65.5799	74.9906	85.5096
65.9912	75.3158	86.2703
66.0918	75.6817	86.8711
66.2155	75.6711	87.0005
66.8497	75.8076	87.0316
67.5238	76.0926	86.7883
67.6812	76.0737	87.2614
67.9975	76.7556	88.2200
66.6159	75.5358	86.4674
65.9931	74.9022	84.6296
66.0081	75.3218	84.9128
65.5871	75.1825	84.4237
65.9485	75.1483	84.5130
65.6067	74.8048	83.8650
65.6664	74.9385	84.4470
66.5072	75.5655	85.3686
66.7800	75.6217	85.1178
66.9436	75.5191	85.3129
66.6342	75.8897	85.4250
66.5335	75.7484	85.0498
66.2921	75.3874	84.8406
66.4467	75.6562	84.7195
66.8242	75.7051	84.9469
